,Day,Hi mean,H slope,H intercept,H SD,Lo mean,L slope,L intercept,L SD
124,125,64,-0.03788110285436479,66.64559228650138,10.912405886920462,42,0.0008646433780123793,42.12355371900828,7.324028027978991
125,126,64,-0.04265573998194339,67.52134986225899,10.422973440920781,43,0.0157927633863463,42.3603305785124,6.831218501737987
126,127,65,-0.051270921591777284,68.54228650137743,10.135216773587974,43,-0.007118549899298702,43.82355371900828,8.40208057466681
127,128,64,-0.05963955830266008,68.29022038567497,10.667232346694961,43,0.006156677547051871,42.84201101928376,7.455070840206213
128,129,65,-0.04589207583860005,68.09724517906338,10.426157581044034,43,-0.0011563303007153965,43.660468319559236,7.844599741098281
129,130,65,0.02755746926869933,63.7103305785124,11.310477034869152,44,0.049097159524967064,41.270385674931134,8.784340376735281
130,131,64,0.02433155080213901,63.32727272727275,10.832927163254153,42,0.06277866518508228,38.939669421487615,7.870979032138869
131,132,66,-0.0005694839919439052,66.48388429752069,10.622514538754483,44,0.01902215431627193,43.61818181818183,7.371589796947045
132,133,65,-0.0644315577470657,69.75867768595042,9.488748312491758,44,-0.00995208000555591,44.7921487603306,7.694372056544825
133,134,66,-0.05568789499270791,69.37176308539948,9.421320210554565,43,0.005823321063962692,43.6451790633609,7.103669111518243
134,135,67,-0.005726092089728277,67.38236914600553,9.158176613253964,45,0.025908049170081212,44.100137741046844,7.133535233667245
135,136,68,-0.03218973539829176,70.51528925619839,9.444575162494074,46,0.01979304118341554,44.87231404958679,6.783383058200806
136,137,68,-0.055215639974998156,71.76033057851242,9.57935674407484,46,-0.0032293909299257045,46.492148760330586,7.1767598784508
137,138,68,-0.07114730189596508,72.89159779614329,9.924501412731852,45,-0.013292589763178046,46.77424242424243,7.373565473169329
138,139,68,-0.05226404611431372,71.65137741046834,10.228396650463633,47,-0.0012049447878325849,47.180027548209374,7.4538308162672315
139,140,69,-0.03332870338217934,71.66639118457303,9.823640952754095,47,0.00813945412875898,46.69903581267219,7.89317685703029
140,141,70,-0.0335162164039171,72.09421487603308,10.506820513881657,47,0.007500520869504956,46.95371900826446,7.463524749116352
141,142,70,-0.05354191263282161,73.72741046831958,10.23742995037307,48,0.0033891242447392483,48.59834710743804,7.998529276575494
142,143,70,-0.04495451072991198,72.70812672176311,9.52302237643453,48,0.002864782276546999,48.17121212121214,7.89691550605703
143,144,70,-0.009427738037363699,71.28595041322315,9.673634357400132,48,0.037367178276268946,46.184986225895344,7.887332502538628
144,145,71,-0.006451836933120118,71.68388429752065,9.01874797996099,49,0.025206611570247985,48.158539944903595,7.744334696276705
145,146,72,-0.0348600597263703,74.14917355371905,9.361249018869078,49,0.031200083339120818,47.718595041322324,7.180344904054154
146,147,71,-0.03087019931939717,73.3201101928375,10.317630609813486,49,0.02151885547607473,48.31129476584024,8.698010816092536
147,148,71,-0.006337245642058495,72.1020661157025,9.675371575606302,50,0.03532884228071396,48.0146005509642,7.440727502758594
148,149,73,-0.018709632613376097,74.16322314049592,8.891361117456,50,0.039148551982776385,48.15399449035815,7.223890491801146
149,150,72,0.00331273005069799,72.6028925619835,9.888963375331894,50,0.04602055698312392,47.90344352617081,8.080265235405939
150,151,74,0.005538579067990965,73.71212121212122,9.408913915241538,51,0.05861518160983415,47.795730027548224,8.373812052543126
151,152,74,-0.017008125564275372,75.59531680440774,9.662874751303763,52,0.040023612750885514,49.61859504132231,7.872940573719005
152,153,74,-0.039954163483575396,77.26060606060608,9.553197654930713,52,0.013358566567122669,51.74683195592288,6.9377736400975545
153,154,73,-0.07238349885408718,77.8318181818182,9.741156299455428,51,-0.021504965622612678,53.25454545454547,7.029903115628696
154,155,73,-0.09376692825890687,79.23746556473832,8.913681141065897,51,-0.0019029099243001676,51.696556473829204,6.920415945790041
155,156,74,-0.09559691645253142,79.80468319559232,8.614218589330198,52,-0.015712896728939472,53.493250688705245,5.846489765408884
156,157,74,-0.06250434057920692,78.63567493112949,9.08464706661354,52,-0.00033682894645471094,52.67837465564739,7.087088311026701
157,158,74,-0.07326550454892704,78.6676308539945,9.322238553730593,52,-0.032616848392249556,54.86570247933885,7.547232226830857
158,159,75,-0.017244253073130284,76.34269972451794,8.45252021820804,53,0.018529064518369397,51.980853994490374,7.2245884222665895
159,160,75,0.004153066185151605,75.51955922865017,8.25714188789697,53,0.05510452114730184,50.51294765840221,7.604615839924399
160,161,76,0.0029272866171261283,76.13415977961435,8.178467150387775,54,0.027692895339954223,53.02727272727274,7.286643127478309
161,162,76,-0.012455726092089925,77.5994490358127,8.566394997272758,54,0.040506285158691674,52.098209366391195,6.913627795862305
162,163,76,-0.025032988401972312,78.21446280991738,8.222701206176133,54,0.04002014028751987,52.443801652892574,7.6297323102485315
163,164,76,-0.006986596291409002,77.16570247933885,7.653471777703295,54,0.05797972081394536,50.99187327823692,7.050592481610085
164,165,76,-0.05966386554621854,79.60000000000002,8.492062532177927,55,0.010049308979790325,54.40206611570251,6.23624536901179
165,166,76,-0.05730953538440166,79.90991735537192,8.52283142284211,55,0.01160497256753945,54.876170798898094,6.744725089031476
166,167,77,-0.01928258906868542,78.85564738292014,7.707244036895269,55,0.030661851517466362,53.90895316804409,7.100400430575011
167,168,78,-0.010927842211264607,78.8085399449036,7.7849195235914594,55,0.027460240294464956,54.26611570247936,6.772906976148646
168,169,77,-0.023258559622195748,79.017217630854,7.931358179847309,55,0.04394055142718243,53.18553719008266,6.630208433039358
169,170,77,-0.02495659420793113,79.45991735537191,8.22014588187629,56,0.03485311479963886,54.58457300275484,6.78418307948882
170,171,78,-0.05546565733731543,81.59187327823695,7.587468475792728,56,0.014716299743037696,55.52438016528928,6.851853702441689
171,172,78,-0.0609000625043408,82.3568870523416,8.221444937646003,56,0.0009827071324397237,56.899862258953185,6.444847897799473
172,173,78,-0.03206125425376785,79.93264462809921,8.527230233914459,56,0.005080213903743114,56.53939393939395,5.991584901831429
173,174,78,-0.008528370025696374,78.60743801652893,7.3317543499997,57,0.03639836099729135,55.317630853994515,6.4024461361741
174,175,79,-0.0338322105701787,81.43801652892566,7.679135214792016,56,0.04093687061601489,54.4559228650138,6.692270511107388
175,176,79,-0.07931106326828263,84.51900826446281,8.67973589033966,57,-0.0214737134523233,59.09435261707993,7.588119122729181
176,177,80,-0.03528022779359703,82.1658402203857,7.16050480983378,58,0.0013716230293767786,58.31005509641876,6.220453972102648
177,178,79,-0.03574901034794107,81.95206611570252,8.036327707679051,58,0.01689353427321352,57.90316804407714,6.381427665312761
178,179,80,-0.04778456837280373,83.81818181818186,8.31265361265785,59,0.02201541773734287,57.70674931129478,6.29923742661465
179,180,80,-0.04862490450725743,83.75151515151519,7.54626718711866,59,0.016876171956385896,58.54586776859507,5.646222802261094
180,181,80,-0.05768803389124253,84.24077134986229,7.437465721503758,59,0.0007569970136815941,59.00495867768596,6.26427780918026
181,182,80,-0.06238974928814507,84.32052341597797,7.36708080258529,59,-0.0030418779081880535,59.664325068870525,6.358985349713518
182,183,80,-0.05579554135703885,83.6865013774105,7.718724731754192,58,0.016685186471282712,57.81556473829203,6.756628657276123
183,184,80,-0.030349329814570492,82.20578512396696,7.49610543139939,58,0.02401555663587749,56.621074380165304,6.258909615886135
184,185,80,-0.032283491909160335,82.6292011019284,6.790249847921566,58,0.026258767969997866,56.88760330578514,6.493500305573827
